,Label,14-3-3_epsilon,4E-BP1,4E-BP1_pS65,4E-BP1_pT37,4E-BP1_pT70,53BP1,A-Raf_pS299,ACC1,ACC_pS79,AMPK_alpha,AMPK_pT172,ANLN,AR,ARID1A,ASNS,ATM,Akt,Akt_pS473,Akt_pT308,Annexin_I,B-Raf,Bak,Bax,Bcl-2,Bcl-xL,Beclin,Bid,Bim,C-Raf,C-Raf_pS338,CD31,CD49b,CDK1,Caspase-7_cleavedD198,Caveolin-1,Chk1,Chk1_pS345,Chk2,Chk2_pT68,Claudin-7,Collagen_VI,Cyclin_B1,Cyclin_D1,Cyclin_E1,DJ-1,Dvl3,E-Cadherin,EGFR,EGFR_pY1068,EGFR_pY1173,ER-alpha,ER-alpha_pS118,ERK2,FOXO3a,Fibronectin,GAB2,GATA3,GSK3-alpha-beta,GSK3-alpha-beta_pS21_S9,HER2,HER2_pY1248,HER3,HER3_pY1289,HSP70,IGFBP2,INPP4B,IRS1,JNK2,JNK_pT183_pT185,K-Ras,Ku80,LBK1,Lck,MAPK_pT202_Y204,MEK1,MEK1_pS217_S221,MIG-6,Mre11,N-Cadherin,NF-kB-p65_pS536,NF2,Notch1,P-Cadherin,PAI-1,PCNA,PDCD4,PDK1_pS241,PI3K-p110-alpha,PKC-alpha,PKC-alpha_pS657,PKC-delta_pS664,PR,PRAS40_pT246,PRDX1,PTEN,Paxillin,Pea-15,RBM3,Rad50,Rb_pS807_S811,S6,S6_pS235_S236,S6_pS240_S244,SCD1,STAT3_pY705,STAT5-alpha,Shc_pY317,Smad1,Smad3,Smad4,Src,Src_pY416,Src_pY527,Stathmin,Syk,Transglutaminase,Tuberin,VEGFR2,XBP1,XRCC1,YAP_pS127,YB-1,YB-1_pS102,alpha-Catenin,beta-Catenin,c-Kit,c-Met_pY1235,c-Myc,eEF2,eEF2K,eIF4E,mTOR,mTOR_pS2448,p27,p27_pT157,p27_pT198,p38_MAPK,p38_pT180_Y182,p53,p70S6K,p70S6K_pT389,p90RSK_pT359_S363
A0CT,LumA,-0.012718694,0.237851584,-0.070030218,-0.484447068,-0.117169743,-0.833542444,-0.184950621,1.162854967,1.221026212,0.196214901,0.77522078,-0.08751695,0.266830718,0.045074321,-0.454492844,-0.246010044,-0.053453024,-0.748276773,-0.41226398,-0.707567616,0.444220549,0.002000168,0.327802213,1.219987886,0.249110145,-0.123751932,0.021956979,1.197238958,0.508241291,0.010578364,-0.060085606,-0.229793799,-0.075949284,-0.708707261,-1.270977217,0.009105862,0.211617793,0.670028188,0.190538566,0.591185456,-0.828370427,-0.444415669,0.717043739,0.423301324,0.385371784,-0.079502161,1.439463409,-0.185379541,0.160801565,0.105562832,3.189791475,-0.220359258,0.930335288,0.151104189,0.710115708,-0.218009986,1.728640619,0.53659911,0.800983519,0.841850245,0.469545391,-0.36891878,-0.072051103,-0.984256074,1.050426093,1.250293363,0.143781461,-0.276968585,-0.302139708,-0.127083257,0.25887191,0.224231946,-0.327102845,-0.290886067,-0.539326072,0.200879044,0.418460909,0.127230188,0.023534535,-0.729775249,0.759777339,-0.069578788,-0.576797893,-0.487091338,0.363134406,-0.024368156,0.793046193,0.249013057,-0.250726681,-0.349075364,-0.002000168,-0.81596092,-0.254282825,-0.265059598,-0.390369186,-0.102731923,1.092600134,0.92505841,0.179192628,-0.373127787,-0.807228254,-0.919537922,-0.522925218,0.121033182,-0.124443333,0.647699213,-0.08559571,-0.064112175,0.0766756,-0.079434674,-0.035447666,-0.335874776,-0.049484976,0.036860604,-0.68257832,-0.010756648,0.209101023,-0.791981172,-0.184080577,0.369563356,-0.031167219,-0.382385619,-0.621322695,0.496424261,1.206211455,-0.256952073,0.040839987,-0.131078711,0.016818549,0.524862554,0.229346062,0.366661681,0.111033397,0.752122824,-0.063245207,0.207014548,0.169718089,-0.469497092,0.018025525,0.581158553,-0.304431353,-0.407711601
A0TZ,LumA,0.253482478,-0.317177443,-0.095179899,-0.163357219,0.050108408,-0.26045016,-0.167099312,-0.090410698,-0.140225729,-0.096739251,-0.066091725,0.429490928,0.653761969,-0.30114128,0.077730486,-0.49129901,-0.65052052,0.15282591,0.214069358,0.629017814,-0.756318635,0.737937865,0.467858608,1.197146487,0.240555711,-0.321598937,1.105564067,0.322250204,-0.421400528,0.316695298,-0.157189361,0.029363005,0.353285507,0.436517155,2.336548198,0.933178784,0.30453308,-0.678390913,0.088379042,-0.460858523,3.218423204,-0.359449576,1.031387205,0.125073383,0.255220647,-0.493302423,-0.140933455,0.747241945,0.06979179,0.829385478,0.076845948,-0.224540776,-1.139606451,0.734001023,-0.149474578,-0.186396113,0.093246177,-0.913021729,-0.038104159,-0.541032423,0.079776009,-0.319491288,0.846439556,1.242492622,0.18352453,-0.123841683,0.845598411,0.215589283,0.307889279,0.945983935,-0.620253317,-0.247697303,0.712173317,0.663237289,0.422287968,-0.078752601,0.13114372,0.651577485,0.95236897,-0.287347731,-0.106950586,0.869917654,0.121781268,0.14461406,0.154284997,-1.594067595,-0.450002096,-0.33784585,0.052921291,0.125490898,-0.163020527,0.886370574,0.214605766,-0.476614512,-0.665850046,-0.401171307,0.441275945,-0.445295451,-0.000386605,-0.489505394,-0.831580707,-0.380267077,-0.504341589,-1.806394436,-0.157306137,-1.148841102,-1.691413922,0.431201832,0.000386605,0.503887326,0.740714918,-0.166486523,1.184905224,0.975599406,-0.587784063,-0.305318516,-0.789758748,-0.776995765,-0.102079675,0.29341859,0.473673049,-0.337732511,-0.433306465,-0.449973006,-0.906563204,1.300852418,0.297119191,0.124219985,-0.434638327,-0.168863277,0.303705348,-1.082517341,-0.442049454,0.425746975,-0.059433924,-0.068484659,0.035905083,0.639572223,-0.462182851,-0.516066781,0.317166644,-0.136167819
A03L,LumA,-0.062550315,0.020829807,-0.417291132,-0.221009998,-0.066849233,-0.207838252,0.05328247,-0.169659782,-0.36904927,-0.040051569,0.049777966,0.004615519,0.613457256,0.16161467,-0.041720264,0.220716544,0.535132104,0.005573303,-0.052682058,-0.069407943,-0.273372406,0.141363222,0.023744927,0.257222129,-0.007424649,-0.085159056,-0.116804122,0.101347265,-0.130781934,-0.029111995,0.004088552,0.443369161,0.127875621,-0.001153199,0.750969405,-0.043645775,0.056161347,0.051005718,0.053805561,-0.03786346,-0.050300794,0.355540197,0.046472764,-0.169050415,-0.26901573,-0.099677056,-0.051073863,0.188728938,0.111637985,-0.003165389,-0.267129744,-0.299632634,-0.245743018,0.106503805,-0.107475693,-0.286537664,0.59481441,-0.369436369,-0.365900818,-0.000263892,0.051906691,-0.039440043,0.301811597,0.259494545,0.16478775,-0.066287024,-0.162116103,0.12871005,0.12516532,-0.07352507,-0.155326862,0.098695628,0.756506002,-0.561316017,0.085408198,-0.218809494,0.083378787,-0.07665422,0.038667411,0.068222106,-0.020754933,0.015249857,-0.027005266,0.252819708,0.275370432,0.03821752,-0.16448038,0.062846814,-0.03938724,0.191259013,0.10132107,0.728243761,-0.116284724,0.062394465,0.20322219,-0.001786826,-0.242128053,0.502132352,-0.127060149,-0.419396381,-0.007117262,0.589004324,0.600068464,0.318411914,0.280620138,-0.138337577,-0.091348125,0.300793798,0.068401236,-0.038123466,0.639204794,0.088706357,0.363080895,0.047577456,0.126267068,-0.135455017,-0.143070735,-0.62696522,-0.102784539,-0.034823031,-0.405265372,-0.25170108,-0.384566338,0.076066749,-0.325168831,-0.089937404,0.052637802,-0.153833819,0.031922982,0.042393409,-0.068281844,-0.208576869,0.337415804,0.023648639,-0.064674708,0.000263892,0.194913374,0.026852903,0.056500092,0.067414535,-0.089472107,-0.112494301
A1AK,LumA,-0.00628647,-0.290361998,-0.286553933,-0.501079359,-0.313030291,0.014828515,-0.232364168,0.667008116,0.533863434,-0.343524898,0.243003378,-0.901057261,0.170790594,0.10140949,-0.342326015,0.17836055,0.026054251,-0.081072336,-0.412394491,0.818864662,-0.127071951,0.062705891,0.445060297,0.390886558,0.00628647,-0.774995794,0.075310008,0.820788384,0.04156278,-0.597786179,-2.594217553,-0.537421985,-1.09433058,-0.207440986,0.573607755,-0.588793417,-0.977769201,0.264260081,-2.679325563,0.053969213,0.971302434,-0.171354051,0.605284126,0.230232451,0.143017504,-0.277771016,-0.819902225,0.189667784,0.357140582,-0.234583335,2.200755588,-0.157704731,0.908659424,-0.363388102,-0.720520805,0.30994138,1.143170694,-0.339805218,-0.217864314,0.523946438,0.542448611,0.661187935,0.282476507,-0.471664599,0.819297683,0.278176022,0.438974885,0.304925222,-0.332878064,-0.467391361,0.255558808,-0.876589891,0.839225913,-0.428358149,0.512613529,-0.298803861,0.148281504,-1.383284816,-0.090002508,-0.142804318,0.231575339,0.096055612,-0.243137321,-0.443136005,0.172990888,-2.964066406,0.112677384,0.461134356,0.123077946,-0.145001812,-0.365629196,2.861869816,-0.552036525,-0.039512485,0.176380607,0.48755409,0.091420702,0.606422414,-0.09055892,-0.297753583,-0.420917963,-0.290158303,-0.057323428,-5.109655898,0.299373765,1.090833547,-0.460787928,-0.442864072,0.346918642,0.253006159,0.29979665,-0.680966237,0.114340567,-1.016062767,1.100910636,-0.413483182,0.408989934,0.881370373,-0.269795483,0.183314748,-0.532697755,0.185408437,-0.506044425,-1.572117545,-0.301749744,0.727734684,-1.900576355,-0.338856954,-0.497252301,0.292900869,0.007316204,0.111292927,-0.53099082,0.199250867,-0.945609755,-0.42071157,0.362310327,0.419912636,-1.344173958,0.427317788,-0.113328908,-0.549216273
A0E1,LumA,0.490011441,-0.187862922,-0.301730622,-1.207359745,-0.161086059,-0.116497668,-0.235768216,-0.473623081,-0.53314811,0.073870432,0.365002192,0.406481306,-0.321170715,-0.106602892,-0.374244624,0.098376862,-0.240482729,0.167741071,0.088515108,0.921484922,-0.534243122,0.419644934,-0.124828384,0.440846566,-0.063652724,-0.013984662,0.323690222,-0.272700428,-0.341507001,0.299050132,0.38023489,0.383594769,0.02843572,0.009393889,2.811880125,0.256467439,0.168898264,-0.418434349,0.159216652,0.178476705,2.517861507,-0.764444804,0.648650194,-0.018561487,0.297546493,-0.34833702,-0.226135737,0.401758112,0.043380146,0.427315893,-1.066779329,-0.267720784,0.193678958,0.387426871,0.596650785,-0.167925227,-0.470753879,-0.443310646,-0.457830486,-0.601873565,-0.146396336,0.340323623,0.362698255,2.750293621,0.30417485,-0.048175916,0.228425146,0.096631421,0.877554023,0.427529326,-0.223258979,0.037471778,0.240651357,-0.845788969,0.151140615,-0.182218696,0.341344804,0.370453375,0.4420521,0.110637975,-0.035567214,0.23281072,0.378697498,0.161094409,0.130271185,-0.993529504,-0.365261937,0.018568571,0.234934418,0.516392256,0.000681084,2.975823132,-0.441700036,-0.34391025,-0.036119962,0.153868537,-2.32E-05,-0.542842388,0.165445185,-0.960838677,-0.709038326,-0.97586798,-0.752520944,-0.074317069,0.044469678,-0.095107628,0.371625889,0.171115988,-0.028962379,0.329480963,-0.07175984,-0.251509164,2.32235726007612e-05,0.422248828,-0.811667066,0.08694128,-0.349250077,-0.55105455,0.22977756,-0.060550731,-0.153612336,-0.092018511,-0.513111711,0.180477641,-0.039107237,1.835709544,0.352402377,0.39796048,-0.383984787,-0.163172119,-0.0330232,-0.476086428,-0.540628621,0.308091535,-0.000304744,-0.177432376,-0.091855458,0.688751391,0.156586797,-0.509104298,-0.172632103,-0.374335708
A0H7,LumA,0.608545769,-0.40595958,0.256615742,-0.100027553,0.098652328,-0.756368953,-0.212500327,-1.298317253,-0.396072541,-0.174384816,-0.466876227,0.480746264,-0.008201277,-0.075758225,-0.705871906,-0.676511538,-0.619528476,0.169410011,0.341909068,0.188099523,-0.988578628,0.908209505,-0.561306077,-0.183662851,0.287024211,-0.000389367,1.102811059,-0.073924571,-0.597421034,0.708092907,0.240290987,0.422198555,0.172360638,0.249447066,2.555513115,0.419169818,0.648332413,-0.884796708,0.237605246,-0.783443193,3.915500658,-1.382073905,1.494885698,0.000389367,-0.211894889,-0.719374081,-0.81066412,0.535600124,0.631236579,1.17415676,-0.398626903,-0.054967282,-0.547719854,0.459209923,1.136002516,-0.103094717,-0.877931921,-1.366732132,-0.607699966,-0.355028481,0.400911691,0.80869806,0.700353103,2.228515672,0.685469175,-0.221826234,0.41885432,-0.274583132,0.271154609,0.788347357,-0.711813191,0.039453278,0.237266191,0.480915482,0.010567695,-0.235232917,0.486275453,0.674801715,0.842259428,-0.25328991,-0.386602991,0.488912866,0.111554544,0.077086195,0.673085822,-1.821243878,-0.829259622,-0.327127538,0.142533345,0.079012374,0.191879898,0.684863957,-0.012354624,-0.234015876,-0.322390675,0.087963555,-0.058726584,-0.292411407,0.291555913,-1.291378442,-1.163871779,-1.017265523,-0.702795114,-1.406023168,0.591362787,0.011632138,0.313335392,0.125284261,0.213877976,0.666306005,0.245191087,-0.057400372,0.560346824,0.894246525,-0.80182676,-0.080977123,-0.264275534,-1.248976965,0.499097662,0.088975961,-0.131756649,-0.244377084,-0.004053453,0.089815556,-0.598146839,1.609351389,0.736240301,0.429054612,-0.665082354,-0.269236854,-0.471248416,-0.96302,-0.552701002,0.179919877,0.171978422,-0.037793402,-0.651132561,-0.361543883,0.234397376,-1.022029362,0.258357454,-0.152208994
A0FS,LumA,0.285889158,-0.707311549,-0.001808114,-0.56914126,-0.283164142,0.193504093,-0.293063152,-0.319866133,-0.087059448,0.189468325,0.077957427,-0.012428286,0.811777328,0.091177588,-0.720142398,-0.195540714,-0.312107313,0.034915897,-0.013094267,0.535143241,-0.324061901,0.195972964,0.014862377,1.015185168,-0.171823412,0.129727848,0.292475899,-0.49737466,-0.206223273,0.125448554,0.059870113,0.148830574,-0.032359002,-0.431638705,2.415710212,0.149545688,0.063677948,-0.14222347,-0.11634885,-0.185197241,1.741074352,-0.807225032,0.602866146,-0.450903419,0.507609125,-0.464153023,-1.809812518,0.209763754,0.312403651,0.342238082,2.405994192,-0.016966275,0.019476545,0.235931799,-1.059627811,-0.419768313,0.699445377,-0.660859428,-0.159308098,-0.039939731,-0.002441711,0.856856296,0.249883559,1.016017005,0.206475339,1.395004531,0.132854654,0.299490892,0.201436718,0.331805738,-0.039313795,0.104120015,-0.198618034,0.001808114,0.08723572,-0.006152782,0.101222958,0.024509435,0.096951985,-0.015399986,-0.008667102,0.058073687,-0.169955114,-0.209590226,0.091208058,-0.288824418,-0.103373337,-0.042928734,0.473502341,0.414843382,-0.079702856,-0.75692873,-0.520302886,-0.662811227,-0.203724925,-0.101047501,0.437029576,-0.804709021,-0.025969812,-0.099705351,-1.016757456,-0.816550465,-0.633503984,-1.06064769,0.862767998,0.008553698,0.227748457,-0.046695112,0.081028013,0.12288192,0.27709551,-0.607551023,0.429543355,0.164415522,-0.603431441,-0.181267372,0.056241259,-0.443229651,0.782126802,0.004665546,0.324879921,0.260638443,-0.124760361,-0.354563459,-0.971040153,0.999538851,0.153632768,0.295632396,-0.187966274,-0.155480908,0.097806678,-0.318402317,-0.115284544,0.385220735,0.041272147,-0.182802998,0.065839578,0.677246267,-0.301186412,-0.409060327,-0.147852895,0.023307732
A0BS,LumA,0.105589174,0.350696845,-0.289202164,-1.083498113,-0.045564098,0.588511248,0.231463111,0.686971986,-0.032321274,-0.00394121,0.439184,0.090124119,0.689731828,0.001178079,0.097913612,0.504820381,0.83145935,-0.357662652,-0.359613896,-1.275353122,0.192668429,-0.001178079,-0.217249367,1.088202257,0.051474068,-0.051310563,-0.251808391,0.489469977,0.351241511,-0.341290931,-0.195554794,-0.282915393,-0.400046456,-0.809187502,-0.606104883,-0.254951575,-0.202419031,0.258828584,-0.209715137,2.582627705,-0.644788308,-0.316232115,0.080062408,-0.490188231,0.632236406,0.04623777,1.126315772,-0.11506343,-0.428708196,-0.087187695,2.32283881,0.334416948,0.824533331,-0.029943931,-0.290549823,1.506920337,2.231858431,0.939986936,-1.063950871,1.225119106,0.537468749,-0.219630985,-0.10694577,-0.69802895,0.978144095,1.441774921,-0.201192379,0.446994149,-0.338223837,-0.030363713,0.189662715,0.237608775,-0.364035078,-2.678507635,0.071455097,-0.178573687,0.443636025,-0.175502069,-0.226193758,-0.115073222,0.80194403,0.044624923,0.184481441,0.474020103,-0.121261682,-0.549766687,0.26552408,0.063762226,-0.160663514,-0.527297841,0.092512126,2.494138773,-0.575153784,0.122079685,0.762375765,0.269871902,-0.209956475,0.443596623,0.169234148,-0.800058946,0.264835684,-0.275895062,-0.113305496,0.355284833,-0.026301266,0.360502858,0.081044458,0.17916758,-0.018557139,0.038455257,0.098724832,-0.339251621,-0.786873443,-0.261847871,-0.1508694,-0.167205394,0.581764175,0.794486208,-0.253201755,0.074570398,-0.166790361,-0.178924816,-0.648391115,0.310037298,1.478766339,-0.630374686,0.064962748,-0.060027478,0.066927007,0.135713877,-0.078107722,1.180942526,-0.089516892,0.05214536,-0.168761188,-0.109902096,0.010747809,-0.494932778,0.014236976,0.004659727,-0.131522753,-0.346342514
A08O,LumA,-0.082599309,-0.434463492,-0.122297703,0.362920898,0.005613069,-0.113726155,-0.005437017,-0.098271102,-0.373714666,0.230245881,-0.001807377,-0.159295789,0.215885773,0.178874772,-0.29708758,-0.221692102,-0.63622107,1.06710901,0.594808255,0.43033547,-0.115410241,-0.149865235,-0.070588056,1.758456809,-0.136604036,-0.053231875,-0.214944871,0.116025499,-0.137876475,0.097495248,0.047141182,0.19961225,0.229681064,-0.696763284,2.761530661,-0.014135517,-0.150867343,-1.285800824,-0.13313193,0.029035905,1.705401074,0.049524172,0.446216337,-0.161811931,-0.020021803,-0.1435958,0.139756656,0.267544433,0.544126161,0.068953692,0.110533041,-0.397530954,-0.714858359,-0.218422927,0.496516932,-0.399265353,0.836128107,-0.19812035,0.026889049,-0.068126505,0.215497547,0.505473241,0.159684761,0.058804886,0.239692716,0.818013084,-0.280937468,-0.041771335,0.184283419,-0.149401976,-0.458008869,-0.145911106,-0.018034415,1.634323107,-0.091841017,0.162716638,-0.101058243,-0.095588573,0.018338332,-0.193588697,-0.234709957,-0.036261336,0.001807377,0.115790357,-0.104713094,0.264917711,-0.145948414,0.012314091,0.119248568,0.319971321,-0.140601308,3.070571942,0.035880647,0.291417194,-0.101509266,0.088605031,-0.229336998,-0.374335075,0.073388975,-0.28566528,-0.07899401,0.66567756,0.409274277,-0.481007454,0.867381571,-0.375653432,0.352517254,0.133592504,0.055874973,-0.04687195,-0.0638718,0.13751866,0.722434924,-0.055792209,-0.38901935,-0.102216203,-0.431047393,0.101823007,0.252325822,0.092262566,0.167505588,0.168261446,0.291532245,0.066756534,0.27604857,1.105090001,-0.056856498,0.087969015,-0.263106231,-0.037075735,-0.01171339,-0.235772271,0.317225075,0.354940677,-0.073838665,-0.356379068,-0.048394185,0.430368688,-0.050795729,-0.440750764,0.525965805,0.235879837
A12H,LumA,0.044282126,-0.452074041,-0.048219566,-0.257971319,-0.083177201,1.160346083,-0.263546056,0.540474789,0.690831314,0.243941718,-0.129278068,-0.133984237,0.489805786,0.131324319,0.583071705,0.713187936,0.00317957,1.158905108,1.073031658,-0.738386834,0.33237487,-0.101132758,-0.248119954,1.988634325,0.26045634,-0.105707698,0.181458681,0.29219409,0.267224529,-0.004050944,-0.106819654,-0.199489834,-0.415944222,-0.400024984,-0.938815796,-0.022629394,-0.008890536,0.226095438,-0.060866692,1.210755225,-0.851748651,-0.475641967,-0.207073796,0.025841242,0.529883438,0.03955854,1.416712979,-0.343777001,-0.710202605,0.006100212,2.436224459,2.137033806,0.037967368,-0.133688395,-0.512942219,-0.382763234,1.840012341,-0.079578849,0.351884966,0.213113607,-0.269316822,-0.120282758,-0.275657755,0.326980587,-0.759831096,0.19322274,-0.314107589,0.563594201,-0.160309311,-0.10221377,0.587223277,0.251773639,-0.311439502,0.083878686,0.015028269,0.105081099,-0.052288732,-0.045009096,-0.088303861,-0.745775029,0.527535239,0.01842849,0.147820064,-0.529045292,-0.378178337,0.992014521,0.436308957,-0.036592782,-0.116366754,-0.165567503,-0.09394469,0.441523895,-0.013788648,-0.401667864,0.518913225,0.036855595,-0.065020873,-0.25332397,0.177870336,0.119898072,0.306565274,1.078885194,0.131958204,0.007103134,-0.351708724,0.436310195,-0.387513698,-0.249423097,-0.054725628,0.029972656,-0.134589203,-0.426347569,-2.046107542,-0.130769944,-0.062464497,-0.143179115,0.213717829,0.208913304,-0.231255576,0.077242411,0.316191215,0.016574678,-0.507676154,0.291993225,1.630929341,-0.599010267,0.05798986,-0.132945029,0.15367397,0.091651599,-0.00317957,0.052791237,-0.456534177,-0.667804113,-0.017748438,0.331449985,0.051665089,0.513827939,-0.241888581,0.01064443,-0.185404458,0.048202846
A15E,LumA,-0.084570285,-0.249241655,-0.036711734,0.064893836,-0.080405986,0.58585849,0.180798437,1.385958159,0.951617069,-0.13589584,0.202623348,-0.113138881,1.000558429,0.004857546,0.287755636,-0.157067255,-0.266953156,0.1591594,0.000263058,0.016842007,0.372071917,-0.231680873,-0.172391749,0.279854941,0.190159155,-0.016587508,-0.000263058,0.538258654,-0.014346882,-0.136071472,-0.08468124,0.043255256,0.06233823,-0.158287366,-0.342194727,-0.159792367,-0.226022992,-0.249207079,-0.092700059,0.534805813,-0.222604488,-0.114235684,-0.342194442,0.041443855,0.756042408,0.202016585,0.217394623,-0.009954451,0.344753893,-0.069464028,-0.87865504,-0.277774916,0.370339077,-0.011158254,0.175344359,-0.667792636,0.201952845,1.040829543,0.064110796,1.276543229,0.570407687,-0.195952826,0.055650903,-0.876586971,-0.721514376,0.717584121,0.16375132,0.08064496,0.344029162,0.032993185,-0.021243985,-0.265637333,-0.65894312,1.355857774,0.439166492,0.145820864,0.011008102,-0.134854051,-0.188485351,0.229672016,0.040611038,0.289333958,-0.044250898,0.057779968,-0.121056144,-0.127951196,0.057473084,0.035061685,-0.079793457,-0.074325772,-0.143525125,3.12360912,-0.13482024,-0.011270272,0.478710196,-0.0605783,-0.172895489,0.691050208,-0.043342592,-0.129865749,-0.11583247,0.296980988,-0.368695271,0.323973092,0.146556995,0.470995251,-0.217308087,0.187704734,0.034060343,-0.059139906,-0.188651249,-0.190457941,0.173963988,-0.051614892,-0.850319415,0.774747252,-0.198754618,1.346849587,-0.036540976,0.074340014,0.423906495,0.166437627,0.185663297,-0.003799496,0.202897693,0.563784088,-0.06723051,0.021215628,0.022861488,0.356750176,0.050622757,0.461417589,-0.055358889,-0.004735573,-0.076490067,-0.041763512,-0.081540038,-0.123009161,0.032406376,-0.371514537,-0.29337091,-0.113264977
A0W4,LumA,-0.010954096,-0.345446147,-0.270135363,-0.238713898,-0.137644598,0.449766689,0.069870843,-0.306623702,-0.189407352,0.238917309,0.589785655,-0.081374139,1.070044368,0.170586408,-0.537412459,0.347760187,-0.307975134,2.096282296,1.280529649,0.284529569,0.075520379,-0.175752822,0.069394313,1.470015438,-0.073984392,0.024163752,-0.164707936,0.113443266,-0.129941589,0.026263135,-0.179428803,0.176176304,-0.36653219,-0.51321516,0.666877303,-0.101543765,-0.081614983,0.160336904,-0.21661217,0.021474833,0.546953855,-0.921497072,-0.322642142,-0.085244808,0.440596725,0.441487863,0.65436004,-0.064805901,0.149353632,-0.081546685,0.156766545,0.154556838,0.023284643,0.07772023,1.905785775,-0.605590076,1.025764418,0.135439951,0.724113625,-0.070163741,-0.005766948,-0.257315442,-0.050967726,-0.67684434,-0.172614014,1.14036474,-0.118826591,0.058791854,0.325907821,-0.069708958,0.031047687,0.217488343,-0.095868187,1.381468891,-0.041256613,0.317557289,-0.039262331,0.011329043,-0.190140113,-0.275566809,0.269809293,-0.156529113,-0.052653123,-0.220203743,-0.185101405,0.450727424,-0.069687891,0.119068072,0.09884922,0.381809326,-0.013906502,4.608275704,0.162209953,-0.424868682,0.177349122,0.001741167,0.043473625,0.343650247,0.141505828,0.03871136,-0.579904594,-0.475019568,-0.356211339,-0.248160164,0.194638639,-0.029901467,0.191112499,0.179144503,0.019789125,0.019651416,0.060362503,-0.150858613,0.711919436,-0.081249306,-0.409449688,-0.147664768,-0.126998613,0.847373726,-0.156973597,-0.01806117,0.92533105,-0.082593187,-0.001741167,0.236066755,0.702108858,0.224099291,-0.0695111,-0.385745744,-0.157738004,-0.332140059,0.226249957,-0.031422114,0.316639512,-0.021586196,-0.062760263,-0.103649378,0.039480734,0.70228761,-0.313891169,-0.033157635,-0.216363986,0.210828714
